jobtitle,jobfield,scale_e,scale_i,scale_s,scale_n,scale_t,scale_f,scale_j,scale_p,psychotype,satisfied
Programmer,IT,20,13,22,13,8,24,10,24,ESFP,0
Programmer,IT,6,25,13,23,27,8,12,24,INTP,1
Programmer,IT,6,27,16,18,25,9,10,25,INTP,1
Programmer,IT,25,11,17,17,24,14,11,24,ESTP,1
Programmer,IT,24,9,14,19,30,7,11,27,ENTP,1
Programmer,IT,23,16,15,18,14,18,24,7,ENFJ,1
Programmer,IT,7,26,19,11,14,21,13,23,ISFP,0
Programmer,IT,10,27,16,21,18,19,22,13,INFJ,1
Programmer,IT,4,32,17,17,11,25,31,6,ISFJ,0
Programmer,IT,25,13,21,14,24,9,23,12,ESTJ,0
Programmer,IT,8,25,18,17,16,15,14,20,ISTP,1
Programmer,IT,15,24,13,18,11,18,19,14,INFJ,0
Programmer,IT,22,16,11,17,23,5,25,10,ENTJ,0
Programmer,IT,20,20,26,5,22,10,32,3,ESTJ,1
Programmer,IT,27,8,22,18,26,11,10,26,ESTP,1
Programmer,IT,7,28,15,21,25,5,17,19,INTP,1
Programmer,IT,9,25,20,7,31,9,31,8,ISTJ,0
Programmer,IT,15,22,13,19,21,10,22,12,INTJ,1
Programmer,IT,12,24,20,12,11,22,15,22,ISFP,1
Programmer,IT,28,9,16,12,27,12,32,2,ESTJ,0
Programmer,IT,13,23,29,4,35,2,30,3,ISTJ,1
Programmer,IT,13,25,13,16,24,6,25,7,INTJ,1
Programmer,IT,14,21,17,9,25,5,19,16,ISTJ,1
Programmer,IT,23,12,15,20,20,13,14,26,ENTP,0
Programmer,IT,17,18,17,15,17,18,22,11,ISFJ,1
Programmer,IT,6,27,18,17,22,10,24,8,ISTJ,0
Programmer,IT,22,14,15,15,22,9,7,29,ESTP,1
Programmer,IT,21,14,17,14,7,16,18,18,ESFJ,0
Programmer,IT,18,22,12,16,23,14,25,12,INTJ,1
Programmer,IT,28,11,14,21,20,17,14,22,ENTP,1
Programmer,IT,20,16,24,9,23,15,25,10,ESTJ,0
Programmer,IT,10,23,15,15,26,8,12,19,ISTP,1
Programmer,IT,19,13,7,22,19,13,11,23,ENTP,1
Programmer,IT,17,16,6,26,6,25,20,12,ENFJ,0
Programmer,IT,12,20,14,17,26,5,24,13,INTJ,0
Programmer,IT,25,8,10,15,29,6,22,14,ENTJ,1
Programmer,IT,14,26,17,13,23,8,31,6,ISTJ,1
Programmer,IT,26,11,28,5,23,17,27,10,ESTJ,1
Programmer,IT,21,18,18,14,22,13,22,16,ESTJ,1
Programmer,IT,23,16,30,8,33,8,32,3,ESTJ,1
Programmer,IT,14,20,15,17,18,20,14,17,INFP,1
Programmer,IT,8,30,15,15,17,17,16,20,ISTP,0
Programmer,IT,18,18,19,11,18,12,24,13,ESTJ,1
Programmer,IT,10,27,30,4,25,9,35,1,ISTJ,1
Programmer,IT,13,20,18,19,21,13,18,14,INTJ,0
Programmer,IT,12,25,27,3,21,11,29,5,ISTJ,1
Programmer,IT,21,14,20,10,26,9,14,19,ESTP,1
Programmer,IT,14,26,10,24,7,21,22,13,INFJ,0
Programmer,IT,29,6,28,3,31,4,28,11,ESTJ,1
Programmer,IT,35,1,15,19,26,13,23,12,ENTJ,1
Programmer,IT,30,6,8,21,27,12,27,9,ENTJ,1
Programmer,IT,27,7,19,13,30,9,19,16,ESTJ,1
Programmer,IT,22,13,7,28,19,19,15,21,ENTP,1
Programmer,IT,3,33,31,6,35,0,34,2,ISTJ,1
Programmer,IT,7,29,18,14,19,23,14,22,ISFP,0
Programmer,IT,22,18,17,13,20,15,26,7,ESTJ,1
Programmer,IT,8,25,27,11,24,9,10,26,ISTP,1
Programmer,IT,17,20,19,15,20,17,19,15,ISTJ,1
Programmer,IT,22,15,21,11,26,10,28,3,ESTJ,1
Programmer,IT,11,22,21,12,19,11,27,11,ISTJ,0
Programmer,IT,16,20,18,15,29,3,18,14,ISTJ,1
Programmer,IT,22,10,18,14,26,6,22,13,ESTJ,1
Programmer,IT,12,23,25,12,27,8,23,14,ISTJ,0
Programmer,IT,4,32,11,26,13,14,15,22,INFP,1
Programmer,IT,14,18,15,17,22,9,19,16,INTJ,0
Programmer,IT,17,20,14,19,24,10,16,20,INTP,0
Programmer,IT,16,25,24,10,18,15,22,15,ISTJ,1
Programmer,IT,29,10,13,21,26,9,5,29,ENTP,1
Programmer,IT,10,27,18,20,33,2,8,25,INTP,1
Programmer,IT,14,20,11,20,12,17,7,30,INFP,1
Programmer,IT,17,17,28,5,32,4,23,14,ESTJ,1
Programmer,IT,31,5,11,20,26,9,10,27,ENTP,1
Programmer,IT,14,20,10,22,16,21,15,19,INFP,0
Programmer,IT,13,25,17,15,13,22,27,10,ISFJ,0
Programmer,IT,18,17,15,20,28,7,13,22,ENTP,0
Programmer,IT,13,25,12,27,18,19,8,27,INFP,0
Programmer,IT,5,30,3,30,13,14,13,22,INFP,0
Programmer,IT,15,20,12,13,12,19,12,24,INFP,1
Programmer,IT,8,32,22,18,15,19,29,9,ISFJ,1
Programmer,IT,19,14,14,16,18,13,9,27,ENTP,1
Programmer,IT,33,7,17,16,21,9,21,19,ESTJ,1
Shop seller,Communication sales,16,14,30,4,16,15,33,4,ESTJ,0
Shop seller,Communication sales,20,14,25,12,12,24,20,18,ESFJ,0
Shop seller,Communication sales,26,10,20,16,13,17,22,16,ESFJ,1
Shop seller,Communication sales,23,15,22,8,29,6,29,4,ESTJ,0
Shop seller,Communication sales,11,22,26,13,29,9,29,11,ISTJ,0
Shop seller,Communication sales,22,11,17,17,16,14,14,22,ESTP,1
Shop seller,Communication sales,25,12,15,14,25,11,21,11,ESTJ,1
Shop seller,Communication sales,21,19,23,5,29,8,30,4,ESTJ,1
Shop seller,Communication sales,13,24,22,9,21,15,24,9,ISTJ,0
Shop seller,Communication sales,16,20,19,19,19,17,16,15,ISTJ,0
Shop seller,Communication sales,12,23,28,4,11,25,26,8,ISFJ,1
Shop seller,Communication sales,26,11,18,14,27,8,20,16,ESTJ,1
Shop seller,Communication sales,19,15,18,15,13,12,24,11,ESTJ,1
Shop seller,Communication sales,27,8,22,11,9,16,14,24,ESFP,0
Shop seller,Communication sales,14,23,5,25,9,24,16,17,INFP,0
Shop seller,Communication sales,26,11,21,10,19,18,14,22,ESTP,0
Shop seller,Communication sales,21,14,16,18,14,19,21,18,ENFJ,1
Shop seller,Communication sales,22,17,26,7,27,11,26,10,ESTJ,0
Shop seller,Communication sales,21,13,25,10,17,18,16,20,ESFP,0
Shop seller,Communication sales,13,25,15,17,27,9,12,26,INTP,1
Shop seller,Communication sales,25,13,18,13,26,11,25,10,ESTJ,1
Shop seller,Communication sales,25,12,15,14,11,17,20,16,ESFJ,0
Shop seller,Communication sales,19,19,20,12,27,9,28,8,ESTJ,1
Shop seller,Communication sales,23,11,30,6,26,9,33,4,ESTJ,1
Shop seller,Communication sales,17,16,16,14,15,23,26,9,ESFJ,1
Shop seller,Communication sales,14,23,28,4,29,9,22,16,ISTJ,0
Shop seller,Communication sales,25,12,23,13,25,9,24,12,ESTJ,0
Shop seller,Communication sales,10,25,15,21,4,26,13,23,INFP,0
Shop seller,Communication sales,20,18,27,10,17,16,23,11,ESTJ,1
Shop seller,Communication sales,27,13,21,11,17,17,22,11,ESTJ,1
Shop seller,Communication sales,18,18,31,4,21,16,28,4,ESTJ,1
Shop seller,Communication sales,21,23,23,11,31,4,24,12,ISTJ,1
Shop seller,Communication sales,13,23,20,12,12,14,24,14,ISFJ,0
Shop seller,Communication sales,20,10,14,18,13,20,21,13,ENFJ,0
Shop seller,Communication sales,24,16,18,10,7,21,17,14,ESFJ,1
Shop seller,Communication sales,24,13,11,22,15,20,10,29,ENFP,0
Shop seller,Communication sales,28,6,18,12,13,26,9,20,ESFP,1
Shop seller,Communication sales,21,17,22,16,22,8,5,29,ESTP,0
Shop seller,Communication sales,11,24,21,7,16,20,23,11,ISFJ,1
Shop seller,Communication sales,17,19,18,11,30,2,15,13,ISTJ,0
Shop seller,Communication sales,11,28,18,15,20,22,24,14,ISFJ,1
Shop seller,Communication sales,8,27,3,29,7,21,14,21,INFP,0
Shop seller,Communication sales,13,22,25,7,13,20,25,10,ISFJ,1
Shop seller,Communication sales,27,10,27,5,20,12,24,12,ESTJ,0
Shop seller,Communication sales,29,11,28,6,22,13,27,6,ESTJ,1
Shop seller,Communication sales,7,25,19,15,3,30,21,14,ISFJ,0
Shop seller,Communication sales,19,20,8,24,10,24,8,25,INFP,1
Shop seller,Communication sales,29,7,16,17,10,23,16,23,ENFP,1
Shop seller,Communication sales,23,13,15,11,23,13,15,20,ESTP,0
Shop seller,Communication sales,23,16,19,14,27,10,18,20,ESTP,0
Shop seller,Communication sales,8,27,29,11,20,18,25,10,ISTJ,0
Shop seller,Communication sales,22,11,16,13,33,3,21,17,ESTJ,0
Shop seller,Communication sales,26,9,26,8,22,18,32,6,ESTJ,1
Shop seller,Communication sales,12,24,22,10,22,8,25,6,ISTJ,0
Shop seller,Communication sales,18,14,15,18,30,4,24,13,ENTJ,1
Shop seller,Communication sales,8,24,27,5,14,22,21,12,ISFJ,0
Shop seller,Communication sales,27,11,13,24,32,7,11,25,ENTP,0
Shop seller,Communication sales,18,14,19,12,14,20,18,15,ESFJ,1
Shop seller,Communication sales,24,13,24,10,10,23,26,14,ESFJ,0
Shop seller,Communication sales,17,20,16,16,21,15,23,8,ISTJ,0
Shop seller,Communication sales,16,18,14,13,18,20,11,23,ISFP,1
Shop seller,Communication sales,27,13,25,9,29,7,32,3,ESTJ,1
Shop seller,Communication sales,30,8,16,14,18,15,15,21,ESTP,1
Shop seller,Communication sales,17,17,12,14,8,25,24,12,ENFJ,1
Shop seller,Communication sales,3,33,18,16,23,10,28,10,ISTJ,0
Shop seller,Communication sales,14,23,20,9,25,14,30,6,ISTJ,1
Shop seller,Communication sales,21,19,31,4,25,12,27,9,ESTJ,1
Shop seller,Communication sales,27,8,25,15,27,5,18,19,ESTP,1
Shop seller,Communication sales,22,14,17,9,24,10,30,6,ESTJ,1
Shop seller,Communication sales,19,24,21,8,17,13,27,9,ISTJ,1
Shop seller,Communication sales,24,16,28,1,29,9,31,2,ESTJ,1
Shop seller,Communication sales,10,29,27,6,27,8,32,2,ISTJ,0
Shop seller,Communication sales,23,12,26,10,15,21,19,17,ESFJ,0
Shop seller,Communication sales,19,18,25,12,28,11,35,2,ESTJ,0
Shop seller,Communication sales,30,8,10,20,13,21,21,13,ENFJ,1
Shop seller,Communication sales,9,24,24,12,21,19,16,17,ISTP,0
Shop seller,Communication sales,20,17,30,10,23,14,26,11,ESTJ,0
Shop seller,Communication sales,8,27,22,10,17,14,23,11,ISTJ,0
Shop seller,Communication sales,18,17,25,8,20,17,25,12,ESTJ,0
Shop seller,Communication sales,25,15,18,16,17,15,17,19,ESTP,1
Shop seller,Communication sales,28,11,26,6,21,13,28,7,ESTJ,1
Shop seller,Communication sales,21,16,25,7,23,12,25,11,ESTJ,0
Shop seller,Communication sales,21,11,10,22,11,23,12,20,ENFP,0
Shop seller,Communication sales,25,14,19,11,30,9,22,11,ESTJ,1
Shop seller,Communication sales,28,6,21,13,32,8,18,17,ESTJ,1
Shop seller,Communication sales,15,25,27,9,14,22,26,5,ISFJ,0
Shop seller,Communication sales,9,26,23,14,22,11,24,15,ISTJ,0
Shop seller,Communication sales,22,13,27,3,14,18,29,8,ESFJ,1
Shop seller,Communication sales,21,11,13,15,16,20,19,17,ENFJ,0
Shop seller,Communication sales,27,10,22,10,21,11,20,13,ESTJ,1
Shop seller,Communication sales,11,23,12,24,29,3,32,4,INTJ,0
Shop seller,Communication sales,26,13,22,12,28,2,22,11,ESTJ,0
Shop seller,Communication sales,23,9,12,18,23,12,22,13,ENTJ,0
Shop seller,Communication sales,16,21,27,9,24,9,27,7,ISTJ,0
Shop seller,Communication sales,25,9,22,9,15,18,28,10,ESFJ,1
Shop seller,Communication sales,15,18,28,12,19,14,28,8,ISTJ,0
Shop seller,Communication sales,30,5,26,9,17,16,18,19,ESTP,0
Shop seller,Communication sales,13,21,10,22,21,16,7,24,INTP,0
Shop seller,Communication sales,26,10,17,15,20,15,21,13,ESTJ,1
Shop seller,Communication sales,19,19,23,12,18,19,14,21,ESFP,0
Shop seller,Communication sales,28,10,20,9,30,6,24,11,ESTJ,1
Shop seller,Communication sales,18,20,18,16,17,18,20,11,ISFJ,0
Shop seller,Communication sales,21,10,9,27,15,15,20,16,ENTJ,1
Shop seller,Communication sales,9,26,20,14,14,15,13,24,ISFP,0
Shop seller,Communication sales,20,16,16,17,16,21,7,29,ENFP,0
Shop seller,Communication sales,24,13,28,6,24,13,29,5,ESTJ,1
Shop seller,Communication sales,26,11,20,15,21,9,28,7,ESTJ,1
Shop seller,Communication sales,19,18,33,3,29,11,35,2,ESTJ,1
Shop seller,Communication sales,15,21,29,3,34,4,31,5,ISTJ,1
Shop seller,Communication sales,11,22,30,2,16,18,21,12,ISFJ,1
Shop seller,Communication sales,21,15,24,8,6,25,25,11,ESFJ,1
Shop seller,Communication sales,21,17,19,13,31,6,15,18,ESTP,1
Shop seller,Communication sales,11,22,19,8,10,27,28,8,ISFJ,0
Shop seller,Communication sales,20,18,16,17,29,7,12,25,ENTP,0
Shop seller,Communication sales,24,11,12,15,2,30,29,6,ENFJ,1
Shop seller,Communication sales,12,25,21,9,13,22,18,21,ISFP,0
Shop seller,Communication sales,27,8,17,14,19,16,18,17,ESTJ,0
Shop seller,Communication sales,18,17,10,17,19,12,18,19,ENTP,1
Shop seller,Communication sales,24,12,5,22,13,22,22,10,ENFJ,0
Shop seller,Communication sales,9,26,14,18,23,13,16,21,INTP,0
Shop seller,Communication sales,22,14,18,17,17,9,19,17,ESTJ,1
Shop seller,Communication sales,21,13,24,10,20,17,14,21,ESTP,0
Shop seller,Communication sales,26,14,17,12,19,16,24,9,ESTJ,0
Shop seller,Communication sales,20,17,13,17,17,17,18,15,ENTJ,0
Shop seller,Communication sales,5,28,17,15,23,13,16,19,ISTP,0
Shop seller,Communication sales,23,17,23,7,20,13,29,7,ESTJ,1
Shop seller,Communication sales,18,15,17,20,27,7,7,25,ENTP,1
Shop seller,Communication sales,16,16,19,15,27,6,24,12,ESTJ,1
Shop seller,Communication sales,26,10,19,9,19,16,16,17,ESTP,1
Shop seller,Communication sales,29,7,23,9,14,11,29,4,ESTJ,1
Shop seller,Communication sales,9,22,25,11,26,8,26,6,ISTJ,1
Shop seller,Communication sales,19,18,21,9,12,22,23,13,ESFJ,0
Shop seller,Communication sales,30,5,19,11,11,19,25,10,ESFJ,1
Shop seller,Communication sales,19,13,18,19,16,17,27,9,ENFJ,1
Shop seller,Communication sales,21,16,17,13,19,19,20,19,ESTJ,1
Shop seller,Communication sales,10,25,19,15,24,8,12,20,ISTP,0
Shop seller,Communication sales,30,7,27,10,22,14,28,6,ESTJ,1
Shop seller,Communication sales,14,25,17,14,20,12,29,8,ISTJ,0
Shop seller,Communication sales,13,23,22,17,11,19,14,17,ISFP,0
Shop seller,Communication sales,20,22,18,16,27,6,17,16,ISTJ,0
Shop seller,Communication sales,11,28,21,14,16,21,22,11,ISFJ,0
Shop seller,Communication sales,19,15,17,19,2,29,20,17,ENFJ,1
Shop seller,Communication sales,24,14,22,13,21,10,29,7,ESTJ,1
Shop seller,Communication sales,6,30,10,18,17,12,27,5,INTJ,0
Shop seller,Communication sales,22,11,5,27,15,16,5,29,ENFP,0
Shop seller,Communication sales,32,5,12,25,29,4,5,31,ENTP,1
Shop seller,Communication sales,26,11,17,14,19,15,20,18,ESTJ,1
Shop seller,Communication sales,22,15,28,8,16,13,24,10,ESTJ,1
Shop seller,Communication sales,10,29,21,9,20,10,26,8,ISTJ,1
Shop seller,Communication sales,25,16,27,4,30,6,23,9,ESTJ,1
Shop seller,Communication sales,13,26,29,6,24,9,24,6,ISTJ,0
Regional Manager,Communication sales,19,18,21,13,11,20,26,9,ESFJ,1
Regional Manager,Communication sales,27,8,17,16,23,12,29,5,ESTJ,1
Regional Manager,Communication sales,19,22,19,15,16,14,26,11,ISTJ,1
Regional Manager,Communication sales,26,9,14,21,24,6,26,9,ENTJ,1
Regional Manager,Communication sales,28,9,15,16,23,14,28,9,ENTJ,1
Regional Manager,Communication sales,19,19,17,20,21,16,16,20,ENTP,1
Regional Manager,Communication sales,29,12,19,12,29,6,26,6,ESTJ,0
Regional Manager,Communication sales,28,8,15,17,28,9,27,6,ENTJ,1
Regional Manager,Communication sales,23,12,10,22,14,18,21,13,ENFJ,1
Regional Manager,Communication sales,11,26,21,5,26,5,26,5,ISTJ,1
Regional Manager,Communication sales,18,19,27,7,33,6,33,4,ISTJ,1
Regional Manager,Communication sales,19,11,14,21,20,16,12,23,ENTP,1
Regional Manager,Communication sales,31,6,18,15,15,18,27,11,ESFJ,1
Regional Manager,Communication sales,23,10,12,19,12,23,14,20,ENFP,1
Regional Manager,Communication sales,20,16,25,9,22,11,22,10,ESTJ,0
Regional Manager,Communication sales,21,15,17,17,16,17,21,12,ESFJ,1
Regional Manager,Communication sales,28,11,23,11,31,5,25,9,ESTJ,1
Regional Manager,Communication sales,10,25,19,12,22,8,15,20,ISTP,0
Regional Manager,Communication sales,10,28,17,22,21,14,23,13,INTJ,0
Regional Manager,Communication sales,29,9,27,5,28,9,23,9,ESTJ,1
Regional Manager,Communication sales,27,12,18,10,23,11,26,4,ESTJ,1
Regional Manager,Communication sales,21,15,28,7,22,10,32,3,ESTJ,1
Regional Manager,Communication sales,25,11,17,11,26,10,14,18,ESTP,1
Regional Manager,Communication sales,19,17,27,8,29,11,27,7,ESTJ,1
Regional Manager,Communication sales,25,10,14,19,26,8,23,10,ENTJ,1
Regional Manager,Communication sales,12,24,26,8,20,18,25,15,ISTJ,0
Regional Manager,Communication sales,27,13,14,13,16,13,28,7,ESTJ,1
Regional Manager,Communication sales,25,10,11,20,18,15,11,24,ENTP,0
Regional Manager,Communication sales,31,6,22,9,29,9,27,9,ESTJ,1
Regional Manager,Communication sales,21,12,16,14,20,21,24,11,ESFJ,0
Regional Manager,Communication sales,31,6,20,8,27,9,13,26,ESTP,1
Regional Manager,Communication sales,22,14,21,9,18,18,28,6,ESTJ,1
Regional Manager,Communication sales,18,17,26,9,21,9,23,15,ESTJ,1
Regional Manager,Communication sales,24,17,21,9,24,14,32,5,ESTJ,0
Regional Manager,Communication sales,24,15,14,19,29,4,21,10,ENTJ,1
Regional Manager,Communication sales,32,6,23,12,26,7,27,9,ESTJ,1
Regional Manager,Communication sales,15,22,24,12,23,13,12,20,ISTP,1
Regional Manager,Communication sales,18,17,16,11,26,7,23,11,ESTJ,0
Regional Manager,Communication sales,16,19,13,12,24,11,29,9,ISTJ,1
Regional Manager,Communication sales,18,19,28,10,17,15,26,8,ISTJ,1
Regional Manager,Communication sales,22,14,21,6,27,5,29,4,ESTJ,1
Regional Manager,Communication sales,14,22,18,14,23,14,22,14,ISTJ,0
Regional Manager,Communication sales,23,13,11,19,9,19,29,10,ENFJ,0
Regional Manager,Communication sales,14,19,17,21,17,18,25,12,INFJ,1
Regional Manager,Communication sales,18,20,23,6,26,6,32,6,ISTJ,1
Regional Manager,Communication sales,25,11,26,6,26,8,29,5,ESTJ,0
Regional Manager,Communication sales,29,9,13,14,30,5,27,10,ENTJ,0
Regional Manager,Communication sales,13,23,15,13,13,20,21,15,ISFJ,0
Regional Manager,Communication sales,18,26,15,14,16,22,19,22,ISFP,1
Regional Manager,Communication sales,11,26,30,3,28,6,29,3,ISTJ,1
Regional Manager,Communication sales,22,13,16,18,28,13,24,7,ENTJ,0
Regional Manager,Communication sales,14,21,9,22,23,15,17,24,INTP,0
Regional Manager,Communication sales,14,25,15,20,23,17,17,22,INTP,0
Regional Manager,Communication sales,16,22,29,6,26,7,21,17,ISTJ,0
Regional Manager,Communication sales,17,20,30,8,24,7,27,7,ISTJ,1
Regional Manager,Communication sales,21,13,18,6,20,16,24,11,ESTJ,1
Regional Manager,Communication sales,27,11,25,11,28,14,23,11,ESTJ,0
Regional Manager,Communication sales,29,10,28,6,26,10,18,14,ESTJ,1
Regional Manager,Communication sales,21,12,21,7,28,4,32,7,ESTJ,1
Regional Manager,Communication sales,35,1,22,11,20,10,23,12,ESTJ,1
Regional Manager,Communication sales,27,10,25,10,24,6,21,14,ESTJ,1
Regional Manager,Communication sales,19,16,16,21,27,10,13,20,ENTP,0
Regional Manager,Communication sales,18,22,18,12,10,25,12,22,ISFP,0
Regional Manager,Communication sales,21,12,13,20,14,15,16,22,ENFP,1
Regional Manager,Communication sales,3,32,8,26,7,24,8,29,INFP,0
Regional Manager,Communication sales,23,16,21,12,24,8,19,14,ESTJ,1
Regional Manager ,Communication sales,33,2,19,11,13,24,19,15,ESFJ,0
Regional Manager ,Communication sales,27,10,16,15,20,11,23,11,ESTJ,1
Regional Manager ,Communication sales,28,4,26,14,8,27,20,17,ESFJ,0
Regional Manager ,Communication sales,5,29,12,18,27,8,13,26,INTP,0
Regional Manager ,Communication sales,21,20,29,5,18,16,29,2,ESTJ,1
Regional Manager ,Communication sales,23,13,25,7,23,16,25,11,ESTJ,1
Recruiter,Staff and training,14,22,14,14,16,15,25,10,ISTJ,1
Recruiter,Staff and training,25,14,10,28,12,24,13,22,ENFP,1
Recruiter,Staff and training,17,22,20,13,14,21,16,15,ISFJ,0
Recruiter,Staff and training,26,10,24,7,27,9,25,10,ESTJ,1
Recruiter,Staff and training,15,20,16,18,16,15,19,16,INTJ,1
Recruiter,Staff and training,12,22,13,19,18,17,8,21,INTP,0
Recruiter,Staff and training,23,14,18,16,16,19,10,24,ESFP,1
Recruiter,Staff and training,24,8,24,15,25,10,26,12,ESTJ,0
Recruiter,Staff and training,30,5,11,22,15,22,19,18,ENFJ,1
Recruiter,Staff and training,35,4,24,12,29,7,17,21,ESTP,1
Recruiter,Staff and training,13,23,18,14,13,18,23,12,ISFJ,1
Recruiter,Staff and training,29,8,16,18,24,16,15,19,ENTP,0
Recruiter,Staff and training,30,6,15,13,24,12,27,11,ESTJ,1
Recruiter,Staff and training,29,12,20,15,29,5,22,15,ESTJ,1
Recruiter,Staff and training,26,9,3,21,25,9,19,14,ENTJ,1
Recruiter,Staff and training,19,18,7,29,18,14,13,23,ENTP,0
Recruiter,Staff and training,19,19,24,10,23,9,31,2,ESTJ,1
Recruiter,Staff and training,17,23,15,19,24,16,13,23,INTP,1
Recruiter,Staff and training,23,12,16,15,27,9,28,7,ESTJ,1
Recruiter,Staff and training,26,11,12,18,3,30,10,23,ENFP,1
Recruiter,Staff and training,19,18,17,20,12,17,23,15,ENFJ,0
Recruiter,Staff and training,14,22,22,7,14,16,23,10,ISFJ,0
Recruiter,Staff and training,23,13,19,10,28,5,29,6,ESTJ,1
Recruiter,Staff and training,18,22,9,24,4,25,10,28,INFP,1
Recruiter,Staff and training,10,27,26,8,33,6,21,17,ISTJ,0
Recruiter,Staff and training,20,16,19,14,8,26,24,9,ESFJ,1
Recruiter,Staff and training,24,9,12,15,15,23,17,18,ENFP,1
Recruiter,Staff and training,28,9,15,14,16,16,22,13,ESTJ,1
Recruiter,Staff and training,23,14,23,16,22,12,15,24,ESTP,1
Recruiter,Staff and training,15,19,19,14,18,10,20,13,ISTJ,1
Recruiter,Staff and training,30,7,13,14,30,8,27,9,ENTJ,0
Recruiter,Staff and training,18,15,18,10,19,12,25,12,ESTJ,1
Recruiter,Staff and training,25,13,19,12,24,12,25,9,ESTJ,1
Recruiter,Staff and training,23,9,14,14,22,9,26,7,ESTJ,1
Recruiter,Staff and training,31,6,13,21,25,10,23,10,ENTJ,1
Recruiter,Staff and training,33,1,5,28,0,30,0,35,ENFP,1
Recruiter,Staff and training,20,15,24,8,21,16,28,9,ESTJ,1
Recruiter,Staff and training,25,14,27,9,20,10,27,11,ESTJ,0
Recruiter,Staff and training,22,17,28,9,27,9,29,4,ESTJ,0
Recruiter,Staff and training,17,18,24,12,21,12,13,20,ISTP,0
Recruiter,Staff and training,26,7,14,11,20,7,27,10,ESTJ,1
Recruiter,Staff and training,18,15,21,14,23,9,18,20,ESTP,1
Recruiter,Staff and training,24,11,12,22,19,11,5,29,ENTP,0
Recruiter,Staff and training,21,16,14,19,25,6,13,19,ENTP,1
Recruiter,Staff and training,12,24,14,17,21,6,15,16,INTP,0
Recruiter,Staff and training,25,9,17,13,21,18,32,6,ESTJ,1
Recruiter,Staff and training,24,14,8,22,18,16,13,22,ENTP,1
Recruiter,Staff and training,27,7,8,19,13,21,13,21,ENFP,1
Recruiter,Staff and training,21,14,20,11,20,16,25,13,ESTJ,1
Recruiter,Staff and training,34,2,13,18,10,25,12,21,ENFP,1
Recruiter,Staff and training,9,25,33,3,12,22,33,1,ISFJ,0
Recruiter,Staff and training,16,20,18,11,15,16,25,12,ISFJ,1
Recruiter,Staff and training,11,23,16,23,22,17,10,21,INTP,0
Recruiter,Staff and training,13,26,11,21,16,13,15,19,INTP,0
Recruiter,Staff and training,23,13,22,12,24,11,22,15,ESTJ,1
Recruiter,Staff and training,28,8,15,14,26,10,28,5,ESTJ,1
Recruiter,Staff and training,22,15,16,17,22,12,22,11,ENTJ,1
Recruiter,Staff and training,26,10,22,17,13,19,16,19,ESFP,1
Recruiter,Staff and training,12,22,12,22,4,27,11,24,INFP,1
Recruiter,Staff and training,22,16,11,24,10,25,8,31,ENFP,1
Recruiter,Staff and training,31,2,12,20,21,18,14,26,ENTP,1
Recruiter,Staff and training,29,7,29,7,14,23,27,6,ESFJ,1
Recruiter,Staff and training,20,20,18,19,13,17,34,6,ENFJ,1
Recruiter,Staff and training,30,9,8,24,7,26,31,5,ENFJ,1
Recruiter,Staff and training,28,9,10,18,7,25,28,7,ENFJ,1
Recruiter,Staff and training,22,15,22,9,14,19,20,12,ESFJ,0
Recruiter,Staff and training,13,23,22,14,12,19,25,14,ISFJ,1
Recruiter,Staff and training,31,5,11,19,19,20,16,20,ENFP,1
Recruiter,Staff and training,29,7,15,17,14,19,19,15,ENFJ,1
Recruiter,Staff and training,18,15,24,20,23,12,18,18,ESTJ,0
Recruiter,Staff and training,24,13,8,25,25,13,12,23,ENTP,1
Head (engineering manufacturing),Head of the organization,12,26,26,7,29,9,31,3,ISTJ,1
Head (engineering manufacturing),Head of the organization,33,4,5,26,21,9,19,13,ENTJ,1
Head (engineering manufacturing),Head of the organization,15,19,23,10,18,13,18,18,ISTJ,1
Head (engineering manufacturing),Head of the organization,25,15,8,21,22,5,26,11,ENTJ,1
Head (engineering manufacturing),Head of the organization,21,15,23,10,26,13,27,10,ESTJ,1
Head (engineering manufacturing),Head of the organization,18,19,18,7,26,9,25,11,ISTJ,1
Head (engineering manufacturing),Head of the organization,27,11,20,8,23,10,21,14,ESTJ,1
Head (engineering manufacturing),Head of the organization,28,11,20,10,31,7,33,4,ESTJ,0
Head (engineering manufacturing),Head of the organization,27,6,29,6,32,4,28,6,ESTJ,1
Head (engineering manufacturing),Head of the organization,21,17,19,15,25,9,29,4,ESTJ,1
Head (engineering manufacturing),Head of the organization,17,20,15,16,24,6,9,28,INTP,1
Head (engineering manufacturing),Head of the organization,26,11,16,17,11,21,16,21,ENFP,0
